Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
CR16-0023	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0024	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0025	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0027	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0029	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
CR16-0030	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
CR16-0031	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
CR16-0033	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
CR16-0035	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
CR16-0037	CL05-4637	KB10-22-1	( CL05-4637 ( CL0J173-6-8 ( Kottman , Dwight ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , KB10-22-1 )	-	-
CR16-0042	LG05-4832	R05-4114-1	( LG05-4832 ( LG98-5579 ( LG89-773 ( LG85-3343 ( PI_361064 , PI_407710 ) , LG85-2846 ( PI_404157 , PI_384469A ) ) , LG91-7323 ( BSR_101 , LG82-8379 ( PI_68508 , FC_04007B ) ) ) , A98-980047 ( HS93-4118 ( IA2007 ( Pride_B152 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Dairyland_DSR304 ( Williams , - ) ) , Northrup_King_S24-92 ) ) , R05-4114-1 )	-	-
CR16-0053	LG09-7341	LG09-8165	( LG09-7341 , LG09-8165 ( PI_603571_A , LG00-6182 ( PI_561319_A , PI_574477 ) ) )	-	-
CR16-0058	LG09-7341	LG09-8165	( LG09-7341 , LG09-8165 ( PI_603571_A , LG00-6182 ( PI_561319_A , PI_574477 ) ) )	-	-
CR16-0059	LG09-7341	LG09-8165	( LG09-7341 , LG09-8165 ( PI_603571_A , LG00-6182 ( PI_561319_A , PI_574477 ) ) )	-	-
CR16-0067	LG09-7871	LG09-7256	( LG09-7871 , LG09-7256 )	-	-
CR16-0070	LG09-7871	LG09-7256	( LG09-7871 , LG09-7256 )	-	-
CR16-0076	LG09-8165	LG09-8091	( LG09-8165 ( PI_603571_A , LG00-6182 ( PI_561319_A , PI_574477 ) ) , LG09-8091 )	-	-
CR16-0106	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0107	CL05-51227	KB10-22-1	( CL05-51227 ( 0J173-6Mo , IA3025 ) , KB10-22-1 )	-	-
CR16-0110	CL05-3314	KB10-22-1	( CL05-3314 ( 98820-33 , 0J177-1-9 ) , KB10-22-1 )	-	-
